sample_id,taxid,name,lvl_type,rank,reads_all,reads_lvl,relative_abundance_all,relative_abundance_lvl
SAMP_038,1013,Taxon_1013,S,species,953.0,407.0,0.959718026183283,0.40986908358509566
SAMP_038,1014,Taxon_1014,D,D,732.0,380.0,0.7371601208459214,0.3826787512588117
SAMP_038,1015,Taxon_1015,P,phylum,904.0,435.0,0.9103726082578046,0.4380664652567976
SAMP_038,1019,Taxon_1019,G,genus,76.0,26.0,0.07653575025176233,0.026183282980866064
SAMP_038,1022,Taxon_1022,P,phylum,8.0,4.0,0.008056394763343404,0.004028197381671702
SAMP_038,1024,Taxon_1024,O,order,461.0,100.0,0.46424974823766363,0.10070493454179255
SAMP_038,1027,Taxon_1027,S,species,244.0,171.0,0.2457200402819738,0.17220543806646527
SAMP_038,1029,Taxon_1029,P,phylum,184.0,150.0,0.18529707955689828,0.1510574018126888
SAMP_038,1030,Taxon_1030,C,class,31.0,26.0,0.03121852970795569,0.026183282980866064
SAMP_038,1033,Taxon_1033,G,genus,761.0,261.0,0.7663645518630413,0.2628398791540785
SAMP_038,1034,Taxon_1034,S,species,568.0,503.0,0.5720040281973817,0.5065458207452165
SAMP_038,1035,Taxon_1035,D,D,309.0,98.0,0.311178247734139,0.0986908358509567
SAMP_038,1036,Taxon_1036,P,phylum,371.0,97.0,0.37361530715005037,0.09768378650553877
SAMP_038,1040,Taxon_1040,G,genus,991.0,565.0,0.9979859013091642,0.5689828801611279
SAMP_038,1042,Taxon_1042,D,D,790.0,493.0,0.7955689828801611,0.49647532729103727
SAMP_038,1046,Taxon_1046,F,family,455.0,306.0,0.45820745216515607,0.3081570996978852
SAMP_038,1047,Taxon_1047,G,genus,978.0,423.0,0.9848942598187311,0.4259818731117825
SAMP_038,1048,Taxon_1048,S,species,669.0,472.0,0.6737160120845922,0.47532729103726085
SAMP_038,1050,Taxon_1050,P,phylum,697.0,193.0,0.701913393756294,0.19436052366565962
SAMP_038,1051,Taxon_1051,C,class,993.0,227.0,1.0,0.22860020140986909
SAMP_038,1052,Taxon_1052,O,order,77.0,30.0,0.07754279959718026,0.030211480362537766
SAMP_038,1054,Taxon_1054,G,genus,107.0,81.0,0.10775427995971802,0.08157099697885196
SAMP_038,1058,Taxon_1058,C,class,369.0,108.0,0.3716012084592145,0.10876132930513595
SAMP_038,1059,Taxon_1059,O,order,303.0,71.0,0.30513595166163143,0.07150050352467271
SAMP_038,1060,Taxon_1060,F,family,671.0,588.0,0.675730110775428,0.5921450151057401
SAMP_038,1061,Taxon_1061,G,genus,204.0,121.0,0.2054380664652568,0.12185297079556898
SAMP_038,1062,Taxon_1062,S,species,980.0,867.0,0.9869083585095669,0.8731117824773413
SAMP_038,1064,Taxon_1064,P,phylum,679.0,449.0,0.6837865055387714,0.4521651560926485
SAMP_038,1066,Taxon_1066,O,order,252.0,77.0,0.2537764350453172,0.07754279959718026
SAMP_038,1073,Taxon_1073,O,order,353.0,174.0,0.3554884189325277,0.17522658610271905
SAMP_038,1076,Taxon_1076,S,species,552.0,100.0,0.5558912386706949,0.10070493454179255
SAMP_038,1077,Taxon_1077,D,D,559.0,329.0,0.5629405840886204,0.33131923464249746
SAMP_038,1078,Taxon_1078,P,phylum,926.0,162.0,0.932527693856999,0.16314199395770393
SAMP_038,1079,Taxon_1079,C,class,419.0,294.0,0.4219536757301108,0.29607250755287007
SAMP_038,1080,Taxon_1080,O,order,619.0,72.0,0.6233635448136958,0.07250755287009064
SAMP_038,1081,Taxon_1081,F,family,160.0,47.0,0.16112789526686808,0.0473313192346425
SAMP_038,1083,Taxon_1083,S,species,870.0,587.0,0.8761329305135952,0.5911379657603223
SAMP_038,1085,Taxon_1085,P,phylum,721.0,545.0,0.7260825780463243,0.5488418932527693
SAMP_038,1090,Taxon_1090,S,species,462.0,413.0,0.4652567975830816,0.4159113796576032
SAMP_038,1095,Taxon_1095,F,family,79.0,8.0,0.07955689828801611,0.008056394763343404
SAMP_038,1097,Taxon_1097,S,species,239.0,148.0,0.2406847935548842,0.14904330312185296
SAMP_038,1099,Taxon_1099,P,phylum,589.0,319.0,0.5931520644511581,0.32124874118831825
SAMP_039,1000,Taxon_1000,D,D,985.0,616.0,1.0,0.6253807106598985
SAMP_039,1003,Taxon_1003,O,order,135.0,51.0,0.13705583756345177,0.05177664974619289
SAMP_039,1004,Taxon_1004,F,family,182.0,137.0,0.1847715736040609,0.13908629441624365
SAMP_039,1008,Taxon_1008,P,phylum,860.0,258.0,0.8730964467005076,0.26192893401015227
SAMP_039,1011,Taxon_1011,F,family,927.0,299.0,0.9411167512690355,0.3035532994923858
SAMP_039,1013,Taxon_1013,S,species,689.0,111.0,0.6994923857868021,0.11269035532994924
SAMP_039,1018,Taxon_1018,F,family,707.0,435.0,0.7177664974619289,0.4416243654822335
SAMP_039,1027,Taxon_1027,S,species,727.0,119.0,0.7380710659898477,0.12081218274111676
SAMP_039,1029,Taxon_1029,P,phylum,27.0,11.0,0.027411167512690356,0.01116751269035533
SAMP_039,1030,Taxon_1030,C,class,468.0,346.0,0.4751269035532995,0.35126903553299493
SAMP_039,1031,Taxon_1031,O,order,911.0,276.0,0.9248730964467005,0.2802030456852792
SAMP_039,1035,Taxon_1035,D,D,546.0,80.0,0.5543147208121827,0.08121827411167512
SAMP_039,1038,Taxon_1038,O,order,760.0,410.0,0.7715736040609137,0.41624365482233505
SAMP_039,1039,Taxon_1039,F,family,610.0,202.0,0.6192893401015228,0.2050761421319797
SAMP_039,1040,Taxon_1040,G,genus,819.0,483.0,0.8314720812182741,0.4903553299492386
SAMP_039,1043,Taxon_1043,P,phylum,465.0,60.0,0.4720812182741117,0.06091370558375635
SAMP_039,1045,Taxon_1045,O,order,594.0,495.0,0.6030456852791878,0.5025380710659898
SAMP_039,1046,Taxon_1046,F,family,559.0,502.0,0.5675126903553299,0.5096446700507614
SAMP_039,1047,Taxon_1047,G,genus,789.0,571.0,0.8010152284263959,0.5796954314720812
SAMP_039,1048,Taxon_1048,S,species,378.0,124.0,0.383756345177665,0.12588832487309645
SAMP_039,1049,Taxon_1049,D,D,759.0,320.0,0.7705583756345178,0.3248730964467005
SAMP_039,1050,Taxon_1050,P,phylum,894.0,618.0,0.9076142131979695,0.6274111675126903
SAMP_039,1052,Taxon_1052,O,order,51.0,23.0,0.05177664974619289,0.023350253807106598
SAMP_039,1055,Taxon_1055,S,species,833.0,665.0,0.8456852791878172,0.6751269035532995
SAMP_039,1057,Taxon_1057,P,phylum,7.0,0.0,0.007106598984771574,0.0
SAMP_039,1060,Taxon_1060,F,family,449.0,117.0,0.4558375634517767,0.11878172588832488
SAMP_039,1065,Taxon_1065,C,class,460.0,275.0,0.467005076142132,0.27918781725888325
SAMP_039,1067,Taxon_1067,F,family,93.0,66.0,0.09441624365482233,0.06700507614213198
SAMP_039,1068,Taxon_1068,G,genus,718.0,161.0,0.7289340101522843,0.1634517766497462
SAMP_039,1069,Taxon_1069,S,species,946.0,655.0,0.9604060913705583,0.6649746192893401
SAMP_039,1070,Taxon_1070,D,D,436.0,252.0,0.44263959390862945,0.25583756345177666
SAMP_039,1074,Taxon_1074,F,family,377.0,137.0,0.38274111675126904,0.13908629441624365
SAMP_039,1077,Taxon_1077,D,D,805.0,298.0,0.817258883248731,0.30253807106598984
SAMP_039,1078,Taxon_1078,P,phylum,679.0,506.0,0.6893401015228426,0.5137055837563452
SAMP_039,1083,Taxon_1083,S,species,363.0,74.0,0.36852791878172586,0.0751269035532995
SAMP_039,1084,Taxon_1084,D,D,784.0,449.0,0.7959390862944162,0.4558375634517767
SAMP_039,1086,Taxon_1086,C,class,373.0,53.0,0.3786802030456853,0.05380710659898477
SAMP_039,1091,Taxon_1091,D,D,818.0,512.0,0.8304568527918782,0.5197969543147208
SAMP_039,1096,Taxon_1096,G,genus,984.0,210.0,0.9989847715736041,0.2131979695431472
SAMP_039,1099,Taxon_1099,P,phylum,145.0,43.0,0.14720812182741116,0.04365482233502538
SAMP_040,1000,Taxon_1000,D,D,230.0,54.0,0.23023023023023023,0.05405405405405406
SAMP_040,1001,Taxon_1001,P,phylum,200.0,69.0,0.2002002002002002,0.06906906906906907
SAMP_040,1002,Taxon_1002,C,class,884.0,315.0,0.8848848848848849,0.3153153153153153
SAMP_040,1003,Taxon_1003,O,order,401.0,251.0,0.4014014014014014,0.25125125125125125
SAMP_040,1006,Taxon_1006,S,species,491.0,132.0,0.4914914914914915,0.13213213213213212
SAMP_040,1007,Taxon_1007,D,D,225.0,91.0,0.22522522522522523,0.09109109109109109
SAMP_040,1009,Taxon_1009,C,class,818.0,388.0,0.8188188188188188,0.3883883883883884
SAMP_040,1011,Taxon_1011,F,family,760.0,470.0,0.7607607607607607,0.47047047047047047
SAMP_040,1012,Taxon_1012,G,genus,791.0,125.0,0.7917917917917918,0.12512512512512514
SAMP_040,1013,Taxon_1013,S,species,999.0,402.0,1.0,0.4024024024024024
SAMP_040,1014,Taxon_1014,D,D,151.0,100.0,0.15115115115115116,0.1001001001001001
SAMP_040,1016,Taxon_1016,C,class,503.0,279.0,0.5035035035035035,0.27927927927927926
SAMP_040,1017,Taxon_1017,O,order,736.0,270.0,0.7367367367367368,0.2702702702702703
SAMP_040,1018,Taxon_1018,F,family,549.0,58.0,0.5495495495495496,0.05805805805805806
SAMP_040,1019,Taxon_1019,G,genus,43.0,10.0,0.043043043043043044,0.01001001001001001
SAMP_040,1020,Taxon_1020,S,species,696.0,593.0,0.6966966966966966,0.5935935935935935
SAMP_040,1024,Taxon_1024,O,order,929.0,497.0,0.92992992992993,0.4974974974974975
SAMP_040,1025,Taxon_1025,F,family,842.0,348.0,0.8428428428428428,0.3483483483483483
SAMP_040,1026,Taxon_1026,G,genus,350.0,121.0,0.35035035035035034,0.12112112112112113
SAMP_040,1027,Taxon_1027,S,species,721.0,217.0,0.7217217217217218,0.2172172172172172
SAMP_040,1031,Taxon_1031,O,order,42.0,11.0,0.042042042042042045,0.011011011011011011
SAMP_040,1032,Taxon_1032,F,family,465.0,147.0,0.46546546546546547,0.14714714714714713
SAMP_040,1034,Taxon_1034,S,species,302.0,187.0,0.3023023023023023,0.1871871871871872
SAMP_040,1035,Taxon_1035,D,D,680.0,533.0,0.6806806806806807,0.5335335335335335
SAMP_040,1039,Taxon_1039,F,family,460.0,375.0,0.46046046046046046,0.37537537537537535
SAMP_040,1040,Taxon_1040,G,genus,620.0,66.0,0.6206206206206206,0.06606606606606606
SAMP_040,1041,Taxon_1041,S,species,192.0,123.0,0.1921921921921922,0.12312312312312312
SAMP_040,1043,Taxon_1043,P,phylum,835.0,191.0,0.8358358358358359,0.19119119119119118
SAMP_040,1047,Taxon_1047,G,genus,556.0,269.0,0.5565565565565566,0.26926926926926925
SAMP_040,1048,Taxon_1048,S,species,897.0,493.0,0.8978978978978979,0.4934934934934935
SAMP_040,1052,Taxon_1052,O,order,718.0,82.0,0.7187187187187187,0.08208208208208208
SAMP_040,1055,Taxon_1055,S,species,389.0,250.0,0.3893893893893894,0.2502502502502503
SAMP_040,1058,Taxon_1058,C,class,549.0,147.0,0.5495495495495496,0.14714714714714713
SAMP_040,1059,Taxon_1059,O,order,930.0,798.0,0.9309309309309309,0.7987987987987988
SAMP_040,1061,Taxon_1061,G,genus,201.0,72.0,0.2012012012012012,0.07207207207207207
SAMP_040,1066,Taxon_1066,O,order,732.0,252.0,0.7327327327327328,0.25225225225225223
SAMP_040,1067,Taxon_1067,F,family,499.0,315.0,0.4994994994994995,0.3153153153153153
SAMP_040,1069,Taxon_1069,S,species,42.0,12.0,0.042042042042042045,0.012012012012012012
SAMP_040,1072,Taxon_1072,C,class,771.0,571.0,0.7717717717717718,0.5715715715715716
SAMP_040,1073,Taxon_1073,O,order,516.0,215.0,0.5165165165165165,0.21521521521521522
SAMP_040,1076,Taxon_1076,S,species,122.0,103.0,0.12212212212212212,0.1031031031031031
SAMP_040,1080,Taxon_1080,O,order,973.0,543.0,0.973973973973974,0.5435435435435435
SAMP_040,1081,Taxon_1081,F,family,778.0,92.0,0.7787787787787788,0.0920920920920921
SAMP_040,1084,Taxon_1084,D,D,213.0,143.0,0.2132132132132132,0.14314314314314314
SAMP_040,1087,Taxon_1087,O,order,919.0,517.0,0.91991991991992,0.5175175175175175
SAMP_040,1090,Taxon_1090,S,species,537.0,184.0,0.5375375375375375,0.1841841841841842
SAMP_040,1091,Taxon_1091,D,D,938.0,605.0,0.938938938938939,0.6056056056056056
SAMP_040,1093,Taxon_1093,C,class,934.0,611.0,0.934934934934935,0.6116116116116116
SAMP_040,1094,Taxon_1094,O,order,700.0,591.0,0.7007007007007007,0.5915915915915916
SAMP_040,1099,Taxon_1099,P,phylum,95.0,46.0,0.09509509509509509,0.04604604604604605
SAMP_041,1001,Taxon_1001,P,phylum,143.0,91.0,0.14314314314314314,0.09109109109109109
SAMP_041,1002,Taxon_1002,C,class,889.0,268.0,0.8898898898898899,0.2682682682682683
SAMP_041,1004,Taxon_1004,F,family,853.0,562.0,0.8538538538538538,0.5625625625625625
SAMP_041,1005,Taxon_1005,G,genus,849.0,522.0,0.8498498498498499,0.5225225225225225
SAMP_041,1006,Taxon_1006,S,species,789.0,338.0,0.7897897897897898,0.3383383383383383
SAMP_041,1007,Taxon_1007,D,D,552.0,287.0,0.5525525525525525,0.2872872872872873
SAMP_041,1008,Taxon_1008,P,phylum,843.0,723.0,0.8438438438438438,0.7237237237237237
SAMP_041,1009,Taxon_1009,C,class,658.0,379.0,0.6586586586586587,0.3793793793793794
SAMP_041,1010,Taxon_1010,O,order,856.0,536.0,0.8568568568568569,0.5365365365365365
SAMP_041,1012,Taxon_1012,G,genus,826.0,192.0,0.8268268268268268,0.1921921921921922
SAMP_041,1014,Taxon_1014,D,D,929.0,493.0,0.92992992992993,0.4934934934934935
SAMP_041,1016,Taxon_1016,C,class,634.0,226.0,0.6346346346346347,0.22622622622622623
SAMP_041,1018,Taxon_1018,F,family,750.0,228.0,0.7507507507507507,0.22822822822822822
SAMP_041,1020,Taxon_1020,S,species,774.0,664.0,0.7747747747747747,0.6646646646646647
SAMP_041,1021,Taxon_1021,D,D,763.0,464.0,0.7637637637637638,0.4644644644644645
SAMP_041,1024,Taxon_1024,O,order,691.0,468.0,0.6916916916916916,0.46846846846846846
SAMP_041,1026,Taxon_1026,G,genus,819.0,170.0,0.8198198198198198,0.17017017017017017
SAMP_041,1027,Taxon_1027,S,species,718.0,306.0,0.7187187187187187,0.3063063063063063
SAMP_041,1029,Taxon_1029,P,phylum,23.0,17.0,0.023023023023023025,0.01701701701701702
SAMP_041,1031,Taxon_1031,O,order,380.0,192.0,0.38038038038038036,0.1921921921921922
SAMP_041,1036,Taxon_1036,P,phylum,16.0,4.0,0.016016016016016016,0.004004004004004004
SAMP_041,1038,Taxon_1038,O,order,717.0,623.0,0.7177177177177178,0.6236236236236237
SAMP_041,1041,Taxon_1041,S,species,716.0,96.0,0.7167167167167167,0.0960960960960961
SAMP_041,1043,Taxon_1043,P,phylum,968.0,405.0,0.968968968968969,0.40540540540540543
SAMP_041,1044,Taxon_1044,C,class,582.0,417.0,0.5825825825825826,0.4174174174174174
SAMP_041,1045,Taxon_1045,O,order,687.0,89.0,0.6876876876876877,0.0890890890890891
SAMP_041,1047,Taxon_1047,G,genus,247.0,182.0,0.24724724724724725,0.18218218218218218
SAMP_041,1049,Taxon_1049,D,D,8.0,4.0,0.008008008008008008,0.004004004004004004
SAMP_041,1051,Taxon_1051,C,class,22.0,4.0,0.022022022022022022,0.004004004004004004
SAMP_041,1053,Taxon_1053,F,family,239.0,152.0,0.23923923923923923,0.15215215215215216
SAMP_041,1055,Taxon_1055,S,species,26.0,17.0,0.026026026026026026,0.01701701701701702
SAMP_041,1057,Taxon_1057,P,phylum,860.0,675.0,0.8608608608608609,0.6756756756756757
SAMP_041,1059,Taxon_1059,O,order,595.0,273.0,0.5955955955955956,0.2732732732732733
SAMP_041,1061,Taxon_1061,G,genus,554.0,101.0,0.5545545545545546,0.1011011011011011
SAMP_041,1062,Taxon_1062,S,species,999.0,710.0,1.0,0.7107107107107107
SAMP_041,1063,Taxon_1063,D,D,774.0,393.0,0.7747747747747747,0.3933933933933934
SAMP_041,1064,Taxon_1064,P,phylum,91.0,49.0,0.09109109109109109,0.04904904904904905
SAMP_041,1065,Taxon_1065,C,class,850.0,364.0,0.8508508508508509,0.36436436436436437
SAMP_041,1069,Taxon_1069,S,species,934.0,416.0,0.934934934934935,0.4164164164164164
SAMP_041,1070,Taxon_1070,D,D,295.0,222.0,0.2952952952952953,0.2222222222222222
SAMP_041,1072,Taxon_1072,C,class,453.0,119.0,0.45345345345345345,0.11911911911911911
SAMP_041,1074,Taxon_1074,F,family,58.0,45.0,0.05805805805805806,0.04504504504504504
SAMP_041,1076,Taxon_1076,S,species,870.0,592.0,0.8708708708708709,0.5925925925925926
SAMP_041,1078,Taxon_1078,P,phylum,341.0,304.0,0.34134134134134136,0.30430430430430433
SAMP_041,1080,Taxon_1080,O,order,464.0,320.0,0.4644644644644645,0.3203203203203203
SAMP_041,1083,Taxon_1083,S,species,609.0,258.0,0.6096096096096096,0.25825825825825827
SAMP_041,1084,Taxon_1084,D,D,61.0,53.0,0.06106106106106106,0.05305305305305305
SAMP_041,1085,Taxon_1085,P,phylum,775.0,127.0,0.7757757757757757,0.12712712712712712
SAMP_041,1086,Taxon_1086,C,class,624.0,279.0,0.6246246246246246,0.27927927927927926
SAMP_041,1087,Taxon_1087,O,order,428.0,233.0,0.42842842842842843,0.23323323323323322
SAMP_041,1088,Taxon_1088,F,family,657.0,278.0,0.6576576576576577,0.2782782782782783
SAMP_041,1089,Taxon_1089,G,genus,727.0,195.0,0.7277277277277278,0.19519519519519518
SAMP_041,1092,Taxon_1092,P,phylum,827.0,509.0,0.8278278278278278,0.5095095095095095
SAMP_041,1096,Taxon_1096,G,genus,346.0,83.0,0.34634634634634637,0.08308308308308308
SAMP_041,1097,Taxon_1097,S,species,525.0,342.0,0.5255255255255256,0.34234234234234234
SAMP_042,1001,Taxon_1001,P,phylum,32.0,15.0,0.032586558044806514,0.015274949083503055
SAMP_042,1004,Taxon_1004,F,family,329.0,234.0,0.335030549898167,0.23828920570264767
SAMP_042,1005,Taxon_1005,G,genus,511.0,357.0,0.5203665987780041,0.3635437881873727
SAMP_042,1007,Taxon_1007,D,D,786.0,623.0,0.8004073319755601,0.6344195519348269
SAMP_042,1008,Taxon_1008,P,phylum,70.0,14.0,0.07128309572301425,0.014256619144602852
SAMP_042,1011,Taxon_1011,F,family,727.0,318.0,0.7403258655804481,0.32382892057026474
SAMP_042,1012,Taxon_1012,G,genus,78.0,23.0,0.07942973523421588,0.023421588594704685
SAMP_042,1015,Taxon_1015,P,phylum,982.0,295.0,1.0,0.3004073319755601
SAMP_042,1019,Taxon_1019,G,genus,485.0,301.0,0.4938900203665988,0.3065173116089613
SAMP_042,1020,Taxon_1020,S,species,771.0,213.0,0.785132382892057,0.21690427698574338
SAMP_042,1022,Taxon_1022,P,phylum,296.0,100.0,0.3014256619144603,0.10183299389002037
SAMP_042,1024,Taxon_1024,O,order,854.0,462.0,0.869653767820774,0.47046843177189407
SAMP_042,1025,Taxon_1025,F,family,359.0,138.0,0.3655804480651731,0.14052953156822812
SAMP_042,1026,Taxon_1026,G,genus,116.0,101.0,0.11812627291242363,0.10285132382892057
SAMP_042,1027,Taxon_1027,S,species,356.0,310.0,0.3625254582484725,0.31568228105906315
SAMP_042,1029,Taxon_1029,P,phylum,842.0,619.0,0.8574338085539714,0.630346232179226
SAMP_042,1032,Taxon_1032,F,family,524.0,363.0,0.5336048879837068,0.3696537678207739
SAMP_042,1034,Taxon_1034,S,species,187.0,27.0,0.19042769857433808,0.0274949083503055
SAMP_042,1037,Taxon_1037,C,class,510.0,257.0,0.5193482688391039,0.26171079429735233
SAMP_042,1038,Taxon_1038,O,order,465.0,188.0,0.47352342158859473,0.19144602851323828
SAMP_042,1041,Taxon_1041,S,species,235.0,168.0,0.23930753564154786,0.1710794297352342
SAMP_042,1043,Taxon_1043,P,phylum,521.0,372.0,0.5305498981670062,0.3788187372708758
SAMP_042,1045,Taxon_1045,O,order,763.0,529.0,0.7769857433808554,0.5386965376782077
SAMP_042,1047,Taxon_1047,G,genus,939.0,447.0,0.9562118126272913,0.45519348268839105
SAMP_042,1058,Taxon_1058,C,class,659.0,576.0,0.6710794297352343,0.5865580448065173
SAMP_042,1060,Taxon_1060,F,family,369.0,157.0,0.3757637474541752,0.159877800407332
SAMP_042,1064,Taxon_1064,P,phylum,96.0,49.0,0.09775967413441955,0.04989816700610998
SAMP_042,1065,Taxon_1065,C,class,229.0,108.0,0.23319755600814665,0.109979633401222
SAMP_042,1067,Taxon_1067,F,family,370.0,319.0,0.37678207739307534,0.32484725050916496
SAMP_042,1068,Taxon_1068,G,genus,99.0,43.0,0.10081466395112017,0.04378818737270876
SAMP_042,1071,Taxon_1071,P,phylum,54.0,22.0,0.054989816700611,0.02240325865580448
SAMP_042,1073,Taxon_1073,O,order,519.0,446.0,0.5285132382892057,0.45417515274949083
SAMP_042,1075,Taxon_1075,G,genus,314.0,271.0,0.319755600814664,0.2759674134419552
SAMP_042,1077,Taxon_1077,D,D,31.0,19.0,0.031568228105906315,0.019348268839103868
SAMP_042,1079,Taxon_1079,C,class,518.0,420.0,0.5274949083503055,0.42769857433808556
SAMP_042,1081,Taxon_1081,F,family,852.0,523.0,0.8676171079429735,0.5325865580448065
SAMP_042,1082,Taxon_1082,G,genus,901.0,740.0,0.9175152749490835,0.7535641547861507
SAMP_042,1084,Taxon_1084,D,D,751.0,321.0,0.7647657841140529,0.3268839103869654
SAMP_042,1085,Taxon_1085,P,phylum,105.0,83.0,0.10692464358452139,0.0845213849287169
SAMP_042,1086,Taxon_1086,C,class,547.0,379.0,0.5570264765784114,0.3859470468431772
SAMP_042,1087,Taxon_1087,O,order,415.0,356.0,0.4226069246435845,0.3625254582484725
SAMP_042,1088,Taxon_1088,F,family,556.0,473.0,0.5661914460285132,0.4816700610997963
SAMP_042,1089,Taxon_1089,G,genus,809.0,328.0,0.8238289205702648,0.3340122199592668
SAMP_042,1090,Taxon_1090,S,species,308.0,140.0,0.3136456211812627,0.1425661914460285
SAMP_042,1093,Taxon_1093,C,class,458.0,179.0,0.4663951120162933,0.18228105906313646
SAMP_042,1096,Taxon_1096,G,genus,330.0,63.0,0.3360488798370672,0.06415478615071284
SAMP_042,1097,Taxon_1097,S,species,688.0,181.0,0.7006109979633401,0.18431771894093688
SAMP_042,1099,Taxon_1099,P,phylum,706.0,420.0,0.7189409368635438,0.42769857433808556
SAMP_043,1001,Taxon_1001,P,phylum,545.0,233.0,0.549949545913219,0.23511604439959638
SAMP_043,1007,Taxon_1007,D,D,390.0,127.0,0.39354187689202824,0.12815338042381433
SAMP_043,1008,Taxon_1008,P,phylum,616.0,207.0,0.6215943491422805,0.20887991927346114
SAMP_043,1009,Taxon_1009,C,class,148.0,126.0,0.14934409687184663,0.12714429868819374
SAMP_043,1010,Taxon_1010,O,order,271.0,241.0,0.2734611503531786,0.24318869828456105
SAMP_043,1013,Taxon_1013,S,species,171.0,117.0,0.17255297679112008,0.11806256306760847
SAMP_043,1014,Taxon_1014,D,D,46.0,15.0,0.04641775983854692,0.015136226034308779
SAMP_043,1015,Taxon_1015,P,phylum,625.0,91.0,0.6306760847628657,0.09182643794147326
SAMP_043,1017,Taxon_1017,O,order,815.0,628.0,0.822401614530777,0.6337033299697276
SAMP_043,1018,Taxon_1018,F,family,991.0,678.0,1.0,0.6841574167507568
SAMP_043,1019,Taxon_1019,G,genus,206.0,130.0,0.20787083753784055,0.1311806256306761
SAMP_043,1020,Taxon_1020,S,species,452.0,92.0,0.45610494450050454,0.09283551967709384
SAMP_043,1022,Taxon_1022,P,phylum,974.0,699.0,0.9828456104944501,0.7053481331987891
SAMP_043,1023,Taxon_1023,C,class,924.0,728.0,0.9323915237134208,0.7346115035317861
SAMP_043,1024,Taxon_1024,O,order,753.0,83.0,0.7598385469223007,0.08375378405650857
SAMP_043,1025,Taxon_1025,F,family,300.0,194.0,0.30272452068617556,0.19576185671039353
SAMP_043,1027,Taxon_1027,S,species,675.0,449.0,0.6811301715438951,0.4530776992936428
SAMP_043,1028,Taxon_1028,D,D,175.0,106.0,0.17658930373360243,0.10696266397578204
SAMP_043,1030,Taxon_1030,C,class,782.0,557.0,0.7891019172552977,0.562058526740666
SAMP_043,1032,Taxon_1032,F,family,683.0,519.0,0.6892028254288597,0.5237134207870837
SAMP_043,1033,Taxon_1033,G,genus,962.0,297.0,0.970736629667003,0.29969727547931385
SAMP_043,1037,Taxon_1037,C,class,613.0,307.0,0.6185671039354188,0.30978809283551967
SAMP_043,1038,Taxon_1038,O,order,85.0,39.0,0.08577194752774975,0.039354187689202826
SAMP_043,1039,Taxon_1039,F,family,653.0,147.0,0.6589303733602422,0.14833501513622604
SAMP_043,1042,Taxon_1042,D,D,724.0,603.0,0.7305751765893037,0.6084762865792129
SAMP_043,1045,Taxon_1045,O,order,462.0,311.0,0.4661957618567104,0.313824419778002
SAMP_043,1047,Taxon_1047,G,genus,270.0,133.0,0.272452068617558,0.13420787083753785
SAMP_043,1048,Taxon_1048,S,species,576.0,110.0,0.5812310797174571,0.11099899091826437
SAMP_043,1050,Taxon_1050,P,phylum,182.0,140.0,0.18365287588294651,0.14127144298688193
SAMP_043,1051,Taxon_1051,C,class,502.0,289.0,0.5065590312815338,0.29162462159434915
SAMP_043,1056,Taxon_1056,D,D,297.0,185.0,0.29969727547931385,0.18668012108980828
SAMP_043,1059,Taxon_1059,O,order,350.0,253.0,0.35317860746720486,0.25529767911200807
SAMP_043,1061,Taxon_1061,G,genus,629.0,223.0,0.6347124117053481,0.2250252270433905
SAMP_043,1062,Taxon_1062,S,species,655.0,84.0,0.6609485368314834,0.08476286579212916
SAMP_043,1065,Taxon_1065,C,class,238.0,60.0,0.2401614530776993,0.060544904137235116
SAMP_043,1066,Taxon_1066,O,order,333.0,233.0,0.3360242179616549,0.23511604439959638
SAMP_043,1068,Taxon_1068,G,genus,414.0,70.0,0.4177598385469223,0.07063572149344097
SAMP_043,1069,Taxon_1069,S,species,968.0,528.0,0.9767911200807265,0.5327951564076691
SAMP_043,1076,Taxon_1076,S,species,151.0,31.0,0.15237134207870837,0.03128153380423814
SAMP_043,1078,Taxon_1078,P,phylum,210.0,53.0,0.2119071644803229,0.05348133198789102
SAMP_043,1079,Taxon_1079,C,class,366.0,295.0,0.3693239152371342,0.2976791120080727
SAMP_043,1080,Taxon_1080,O,order,943.0,628.0,0.9515640766902119,0.6337033299697276
SAMP_043,1082,Taxon_1082,G,genus,569.0,231.0,0.574167507568113,0.2330978809283552
SAMP_043,1083,Taxon_1083,S,species,85.0,29.0,0.08577194752774975,0.029263370332996974
SAMP_043,1087,Taxon_1087,O,order,445.0,169.0,0.44904137235116043,0.1705348133198789
SAMP_043,1088,Taxon_1088,F,family,619.0,217.0,0.6246215943491423,0.218970736629667
SAMP_043,1090,Taxon_1090,S,species,131.0,58.0,0.13218970736629668,0.05852674066599395
SAMP_043,1092,Taxon_1092,P,phylum,903.0,347.0,0.9112008072653885,0.3501513622603431
SAMP_043,1094,Taxon_1094,O,order,987.0,344.0,0.9959636730575177,0.34712411705348134
SAMP_043,1095,Taxon_1095,F,family,197.0,175.0,0.1987891019172553,0.17658930373360243
SAMP_043,1097,Taxon_1097,S,species,739.0,448.0,0.7457114026236125,0.4520686175580222
SAMP_043,1098,Taxon_1098,D,D,756.0,152.0,0.7628657921291625,0.15338042381432895
SAMP_044,1000,Taxon_1000,D,D,854.0,459.0,0.8582914572864322,0.46130653266331656
SAMP_044,1002,Taxon_1002,C,class,380.0,92.0,0.38190954773869346,0.09246231155778895
